location,truth_date,yearweek,value
,2021-07-18,2021-W28,79
,2021-07-18,2021-W28,1863
,2021-07-18,2021-W28,46
,2021-07-18,2021-W28,1062
,2021-07-18,2021-W28,8145
,2021-07-18,2021-W28,5095
,2021-07-11,2021-W27,45
,2021-07-11,2021-W27,1306
,2021-07-11,2021-W27,24
,2021-07-11,2021-W27,757
,2021-07-11,2021-W27,5241
,2021-07-11,2021-W27,3109
,2021-07-04,2021-W26,37
,2021-07-04,2021-W26,1141
,2021-07-04,2021-W26,27
,2021-07-04,2021-W26,742
,2021-07-04,2021-W26,4218
,2021-07-04,2021-W26,2271
,2021-06-27,2021-W25,57
,2021-06-27,2021-W25,1301
,2021-06-27,2021-W25,34
,2021-06-27,2021-W25,818
,2021-06-27,2021-W25,3987
,2021-06-27,2021-W25,1777
,2021-06-20,2021-W24,66
,2021-06-20,2021-W24,1756
,2021-06-20,2021-W24,45
,2021-06-20,2021-W24,1209
,2021-06-20,2021-W24,5226
,2021-06-20,2021-W24,2150
,2021-06-13,2021-W23,74
,2021-06-13,2021-W23,2559
,2021-06-13,2021-W23,75
,2021-06-13,2021-W23,1798
,2021-06-13,2021-W23,7626
,2021-06-13,2021-W23,3120
,2021-06-06,2021-W22,87
,2021-06-06,2021-W22,3599
,2021-06-06,2021-W22,66
,2021-06-06,2021-W22,2555
,2021-06-06,2021-W22,10667
,2021-06-06,2021-W22,4360
,2021-05-30,2021-W21,116
,2021-05-30,2021-W21,4425
,2021-05-30,2021-W21,81
,2021-05-30,2021-W21,3421
,2021-05-30,2021-W21,12863
,2021-05-30,2021-W21,4820
,2021-05-23,2021-W20,136
,2021-05-23,2021-W20,6452
,2021-05-23,2021-W20,111
,2021-05-23,2021-W20,5396
,2021-05-23,2021-W20,18140
,2021-05-23,2021-W20,6045
,2021-05-16,2021-W19,181
,2021-05-16,2021-W19,8283
,2021-05-16,2021-W19,135
,2021-05-16,2021-W19,7461
,2021-05-16,2021-W19,23676
,2021-05-16,2021-W19,7616
,2021-05-09,2021-W18,222
,2021-05-09,2021-W18,10735
,2021-05-09,2021-W18,186
,2021-05-09,2021-W18,10599
,2021-05-09,2021-W18,31293
,2021-05-09,2021-W18,9551
,2021-05-02,2021-W17,225
,2021-05-02,2021-W17,13273
,2021-05-02,2021-W17,223
,2021-05-02,2021-W17,13858
,2021-05-02,2021-W17,39396
,2021-05-02,2021-W17,11817
,2021-04-25,2021-W16,261
,2021-04-25,2021-W16,14697
,2021-04-25,2021-W16,213
,2021-04-25,2021-W16,16568
,2021-04-25,2021-W16,44613
,2021-04-25,2021-W16,12874
,2021-04-18,2021-W15,287
,2021-04-18,2021-W15,14926
,2021-04-18,2021-W15,210
,2021-04-18,2021-W15,18343
,2021-04-18,2021-W15,47639
,2021-04-18,2021-W15,13873
,2021-04-11,2021-W14,289
,2021-04-11,2021-W14,16147
,2021-04-11,2021-W14,209
,2021-04-11,2021-W14,19803
,2021-04-11,2021-W14,51433
,2021-04-11,2021-W14,14985
,2021-04-04,2021-W13,301
,2021-04-04,2021-W13,16144
,2021-04-04,2021-W13,210
,2021-04-04,2021-W13,21651
,2021-04-04,2021-W13,53197
,2021-04-04,2021-W13,14891
,2021-03-28,2021-W12,280
,2021-03-28,2021-W12,15591
,2021-03-28,2021-W12,217
,2021-03-28,2021-W12,21569
,2021-03-28,2021-W12,52421
,2021-03-28,2021-W12,14764
,2021-03-21,2021-W11,321
,2021-03-21,2021-W11,14632
,2021-03-21,2021-W11,220
,2021-03-21,2021-W11,20462
,2021-03-21,2021-W11,50474
,2021-03-21,2021-W11,14839
,2021-03-14,2021-W10,258
,2021-03-14,2021-W10,13199
,2021-03-14,2021-W10,165
,2021-03-14,2021-W10,19322
,2021-03-14,2021-W10,48381
,2021-03-14,2021-W10,15437
,2021-03-07,2021-W09,226
,2021-03-07,2021-W09,11664
,2021-03-07,2021-W09,160
,2021-03-07,2021-W09,18328
,2021-03-07,2021-W09,46017
,2021-03-07,2021-W09,15639
,2021-02-28,2021-W08,216
,2021-02-28,2021-W08,10527
,2021-02-28,2021-W08,135
,2021-02-28,2021-W08,17518
,2021-02-28,2021-W08,42482
,2021-02-28,2021-W08,14086
,2021-02-21,2021-W07,179
,2021-02-21,2021-W07,9330
,2021-02-21,2021-W07,120
,2021-02-21,2021-W07,16403
,2021-02-21,2021-W07,39523
,2021-02-21,2021-W07,13491
,2021-02-14,2021-W06,179
,2021-02-14,2021-W06,8481
,2021-02-14,2021-W06,126
,2021-02-14,2021-W06,17358
,2021-02-14,2021-W06,41651
,2021-02-14,2021-W06,15507
,2021-02-07,2021-W05,175
,2021-02-07,2021-W05,9154
,2021-02-07,2021-W05,140
,2021-02-07,2021-W05,19620
,2021-02-07,2021-W05,49322
,2021-02-07,2021-W05,20233
,2021-01-31,2021-W04,158
,2021-01-31,2021-W04,9158
,2021-01-31,2021-W04,149
,2021-01-31,2021-W04,21343
,2021-01-31,2021-W04,53955
,2021-01-31,2021-W04,23147
,2021-01-24,2021-W03,176
,2021-01-24,2021-W03,9894
,2021-01-24,2021-W03,115
,2021-01-24,2021-W03,23570
,2021-01-24,2021-W03,58713
,2021-01-24,2021-W03,24958
,2021-01-17,2021-W02,178
,2021-01-17,2021-W02,10162
,2021-01-17,2021-W02,148
,2021-01-17,2021-W02,24422
,2021-01-17,2021-W02,57028
,2021-01-17,2021-W02,22118
,2021-01-10,2021-W01,189
,2021-01-10,2021-W01,10798
,2021-01-10,2021-W01,137
,2021-01-10,2021-W01,26191
,2021-01-10,2021-W01,55664
,2021-01-10,2021-W01,18349
,2021-01-10,2020-W53,226
,2021-01-10,2020-W53,10856
,2021-01-10,2020-W53,142
,2021-01-10,2020-W53,25400
,2021-01-10,2020-W53,51180
,2021-01-10,2020-W53,14556
,2021-01-03,2020-W52,163
,2021-01-03,2020-W52,10230
,2021-01-03,2020-W52,142
,2021-01-03,2020-W52,24162
,2021-01-03,2020-W52,47021
,2021-01-03,2020-W52,12324
,2020-12-27,2020-W51,218
,2020-12-27,2020-W51,10913
,2020-12-27,2020-W51,209
,2020-12-27,2020-W51,26158
,2020-12-27,2020-W51,49584
,2020-12-27,2020-W51,12086
,2020-12-20,2020-W50,219
,2020-12-20,2020-W50,11184
,2020-12-20,2020-W50,200
,2020-12-20,2020-W50,26006
,2020-12-20,2020-W50,49627
,2020-12-20,2020-W50,12018
,2020-12-13,2020-W49,227
,2020-12-13,2020-W49,11204
,2020-12-13,2020-W49,181
,2020-12-13,2020-W49,25875
,2020-12-13,2020-W49,49923
,2020-12-13,2020-W49,12436
,2020-12-06,2020-W48,234
,2020-12-06,2020-W48,11735
,2020-12-06,2020-W48,209
,2020-12-06,2020-W48,26231
,2020-12-06,2020-W48,52799
,2020-12-06,2020-W48,14390
,2020-11-29,2020-W47,244
,2020-11-29,2020-W47,14075
,2020-11-29,2020-W47,207
,2020-11-29,2020-W47,30635
,2020-11-29,2020-W47,62372
,2020-11-29,2020-W47,17211
,2020-11-22,2020-W46,334
,2020-11-22,2020-W46,16370
,2020-11-22,2020-W46,235
,2020-11-22,2020-W46,33235
,2020-11-22,2020-W46,71311
,2020-11-22,2020-W46,21137
,2020-11-15,2020-W45,367
,2020-11-15,2020-W45,17551
,2020-11-15,2020-W45,229
,2020-11-15,2020-W45,33470
,2020-11-15,2020-W45,74359
,2020-11-15,2020-W45,22742
,2020-11-08,2020-W44,373
,2020-11-08,2020-W44,16047
,2020-11-08,2020-W44,217
,2020-11-08,2020-W44,28158
,2020-11-08,2020-W44,67606
,2020-11-08,2020-W44,22811
,2020-11-01,2020-W43,327
,2020-11-01,2020-W43,12357
,2020-11-01,2020-W43,180
,2020-11-01,2020-W43,20452
,2020-11-01,2020-W43,51874
,2020-11-01,2020-W43,18558
,2020-10-25,2020-W42,240
,2020-10-25,2020-W42,8211
,2020-10-25,2020-W42,144
,2020-10-25,2020-W42,12506
,2020-10-25,2020-W42,33814
,2020-10-25,2020-W42,12713
,2020-10-18,2020-W41,134
,2020-10-18,2020-W41,5762
,2020-10-18,2020-W41,92
,2020-10-18,2020-W41,7807
,2020-10-18,2020-W41,23255
,2020-10-18,2020-W41,9460
,2020-10-11,2020-W40,105
,2020-10-11,2020-W40,4330
,2020-10-11,2020-W40,64
,2020-10-11,2020-W40,5475
,2020-10-11,2020-W40,17723
,2020-10-11,2020-W40,7749
,2020-10-04,2020-W39,81
,2020-10-04,2020-W39,3838
,2020-10-04,2020-W39,55
,2020-10-04,2020-W39,4464
,2020-10-04,2020-W39,15876
,2020-10-04,2020-W39,7438
,2020-09-27,2020-W38,76
,2020-09-27,2020-W38,3216
,2020-09-27,2020-W38,83
,2020-09-27,2020-W38,3542
,2020-09-27,2020-W38,14037
,2020-09-27,2020-W38,7120
,2020-09-20,2020-W37,65
,2020-09-20,2020-W37,2416
,2020-09-20,2020-W37,53
,2020-09-20,2020-W37,2482
,2020-09-20,2020-W37,11553
,2020-09-20,2020-W37,6537
,2020-09-13,2020-W36,70
,2020-09-13,2020-W36,2035
,2020-09-13,2020-W36,49
,2020-09-13,2020-W36,1701
,2020-09-13,2020-W36,9211
,2020-09-13,2020-W36,5356
,2020-09-06,2020-W35,53
,2020-09-06,2020-W35,1661
,2020-09-06,2020-W35,44
,2020-09-06,2020-W35,1314
,2020-09-06,2020-W35,7577
,2020-09-06,2020-W35,4505
,2020-08-30,2020-W34,52
,2020-08-30,2020-W34,1632
,2020-08-30,2020-W34,43
,2020-08-30,2020-W34,1118
,2020-08-30,2020-W34,6527
,2020-08-30,2020-W34,3682
,2020-08-23,2020-W33,42
,2020-08-23,2020-W33,1349
,2020-08-23,2020-W33,39
,2020-08-23,2020-W33,1140
,2020-08-23,2020-W33,5631
,2020-08-23,2020-W33,3061
,2020-08-16,2020-W32,45
,2020-08-16,2020-W32,1277
,2020-08-16,2020-W32,36
,2020-08-16,2020-W32,951
,2020-08-16,2020-W32,4404
,2020-08-16,2020-W32,2095
,2020-08-09,2020-W31,37
,2020-08-09,2020-W31,1200
,2020-08-09,2020-W31,30
,2020-08-09,2020-W31,930
,2020-08-09,2020-W31,3715
,2020-08-09,2020-W31,1518
,2020-08-02,2020-W30,40
,2020-08-02,2020-W30,1069
,2020-08-02,2020-W30,39
,2020-08-02,2020-W30,815
,2020-08-02,2020-W30,2882
,2020-08-02,2020-W30,919
,2020-07-26,2020-W29,39
,2020-07-26,2020-W29,1004
,2020-07-26,2020-W29,26
,2020-07-26,2020-W29,782
,2020-07-26,2020-W29,2509
,2020-07-26,2020-W29,658
,2020-07-19,2020-W28,31
,2020-07-19,2020-W28,875
,2020-07-19,2020-W28,42
,2020-07-19,2020-W28,759
,2020-07-19,2020-W28,2459
,2020-07-19,2020-W28,752
,2020-07-12,2020-W27,28
,2020-07-12,2020-W27,972
,2020-07-12,2020-W27,27
,2020-07-12,2020-W27,786
,2020-07-12,2020-W27,2249
,2020-07-12,2020-W27,436
,2020-07-05,2020-W26,24
,2020-07-05,2020-W26,997
,2020-07-05,2020-W26,32
,2020-07-05,2020-W26,920
,2020-07-05,2020-W26,2374
,2020-07-05,2020-W26,401
,2020-06-28,2020-W25,39
,2020-06-28,2020-W25,1073
,2020-06-28,2020-W25,31
,2020-06-28,2020-W25,1034
,2020-06-28,2020-W25,2607
,2020-06-28,2020-W25,430
,2020-06-21,2020-W24,41
,2020-06-21,2020-W24,1098
,2020-06-21,2020-W24,27
,2020-06-21,2020-W24,1257
,2020-06-21,2020-W24,3210
,2020-06-21,2020-W24,787
,2020-06-14,2020-W23,24
,2020-06-14,2020-W23,1187
,2020-06-14,2020-W23,29
,2020-06-14,2020-W23,1527
,2020-06-14,2020-W23,3496
,2020-06-14,2020-W23,729
,2020-06-07,2020-W22,33
,2020-06-07,2020-W22,1382
,2020-06-07,2020-W22,37
,2020-06-07,2020-W22,2145
,2020-06-07,2020-W22,4347
,2020-06-07,2020-W22,750
,2020-05-31,2020-W21,38
,2020-05-31,2020-W21,1739
,2020-05-31,2020-W21,33
,2020-05-31,2020-W21,2707
,2020-05-31,2020-W21,5473
,2020-05-31,2020-W21,956
,2020-05-24,2020-W20,61
,2020-05-24,2020-W20,2443
,2020-05-24,2020-W20,71
,2020-05-24,2020-W20,3800
,2020-05-24,2020-W20,8027
,2020-05-24,2020-W20,1652
,2020-05-17,2020-W19,76
,2020-05-17,2020-W19,3479
,2020-05-17,2020-W19,80
,2020-05-17,2020-W19,5307
,2020-05-17,2020-W19,11536
,2020-05-17,2020-W19,2594
,2020-05-10,2020-W18,112
,2020-05-10,2020-W18,4587
,2020-05-10,2020-W18,121
,2020-05-10,2020-W18,7282
,2020-05-10,2020-W18,15434
,2020-05-10,2020-W18,3332
,2020-05-03,2020-W17,96
,2020-05-03,2020-W17,6429
,2020-05-03,2020-W17,110
,2020-05-03,2020-W17,11211
,2020-05-03,2020-W17,23267
,2020-05-03,2020-W17,5421
,2020-04-26,2020-W16,118
,2020-04-26,2020-W16,8418
,2020-04-26,2020-W16,114
,2020-04-26,2020-W16,14349
,2020-04-26,2020-W16,31906
,2020-04-26,2020-W16,8907
,2020-04-19,2020-W15,164
,2020-04-19,2020-W15,12535
,2020-04-19,2020-W15,118
,2020-04-19,2020-W15,20533
,2020-04-19,2020-W15,48726
,2020-04-19,2020-W15,15376
,2020-04-12,2020-W14,173
,2020-04-12,2020-W14,17187
,2020-04-12,2020-W14,136
,2020-04-12,2020-W14,24905
,2020-04-12,2020-W14,66193
,2020-04-12,2020-W14,23792
,2020-04-05,2020-W13,173
,2020-04-05,2020-W13,18679
,2020-04-05,2020-W13,91
,2020-04-05,2020-W13,26536
,2020-04-05,2020-W13,81543
,2020-04-05,2020-W13,36064
,2020-03-29,2020-W12,105
,2020-03-29,2020-W12,13561
,2020-03-29,2020-W12,73
,2020-03-29,2020-W12,19330
,2020-03-29,2020-W12,56766
,2020-03-29,2020-W12,23697
,2020-03-22,2020-W11,63
,2020-03-22,2020-W11,6774
,2020-03-22,2020-W11,37
,2020-03-22,2020-W11,9648
,2020-03-22,2020-W11,25528
,2020-03-22,2020-W11,9006
,2020-03-15,2020-W10,27
,2020-03-15,2020-W10,3005
,2020-03-15,2020-W10,17
,2020-03-15,2020-W10,4924
,2020-03-15,2020-W10,9735
,2020-03-15,2020-W10,1762
,2020-03-08,2020-W09,9
,2020-03-08,2020-W09,867
,2020-03-08,2020-W09,6
,2020-03-08,2020-W09,1695
,2020-03-08,2020-W09,2689
,2020-03-08,2020-W09,112
,2020-03-01,2020-W08,5
,2020-03-01,2020-W08,188
,2020-03-01,2020-W08,2
,2020-03-01,2020-W08,374
,2020-03-01,2020-W08,569
,2020-03-01,2020-W08,0
,2020-02-23,2020-W07,3
,2020-02-23,2020-W07,21
,2020-02-23,2020-W07,0
,2020-02-23,2020-W07,45
,2020-02-23,2020-W07,69
,2020-02-23,2020-W07,0
,2020-02-16,2020-W06,1
,2020-02-16,2020-W06,22
,2020-02-16,2020-W06,1
,2020-02-16,2020-W06,24
,2020-02-16,2020-W06,49
,2020-02-16,2020-W06,1
,2020-02-09,2020-W05,4
,2020-02-09,2020-W05,41
,2020-02-09,2020-W05,1
,2020-02-09,2020-W05,46
,2020-02-09,2020-W05,93
,2020-02-09,2020-W05,1
,2020-02-02,2020-W04,10
,2020-02-02,2020-W04,31
,2020-02-02,2020-W04,41
,2020-02-02,2020-W04,0
,2020-01-26,2020-W03,13
,2020-01-26,2020-W03,23
,2020-01-26,2020-W03,37
,2020-01-26,2020-W03,1
,2020-01-19,2020-W02,25
,2020-01-19,2020-W02,31
,2020-01-19,2020-W02,56
,2020-01-19,2020-W02,0
,2020-01-12,2020-W01,4
,2020-01-12,2020-W01,13
,2020-01-12,2020-W01,33
,2020-01-12,2020-W01,50
,2020-01-12,2020-W01,0
,2020-01-05,2019-W52,1
,2020-01-05,2019-W52,1
,2020-01-05,2019-W52,2
,2019-12-29,2019-W51,4
,2019-12-29,2019-W51,4
,2019-12-22,2019-W50,1
,2019-12-22,2019-W50,1
,2019-12-15,2019-W49,1
,2019-12-15,2019-W49,1
,2019-06-30,2019-W25,1
,2019-06-30,2019-W25,1
,2018-10-28,2018-W43,1
,2018-10-28,2018-W43,1
,2018-07-22,2018-W29,1
,2018-07-22,2018-W29,1
,2018-06-17,2018-W24,1
,2018-06-17,2018-W24,1
,2018-02-25,2018-W08,1
,2018-02-25,2018-W08,1
EE,2024-06-02,2024-W22,0
EE,2024-06-02,2024-W22,0
EE,2024-05-19,2024-W20,0
EE,2024-05-19,2024-W20,0
EE,2024-05-12,2024-W19,0
EE,2024-05-12,2024-W19,0
EE,2024-05-05,2024-W18,0
EE,2024-05-05,2024-W18,0
EE,2024-04-28,2024-W17,0
EE,2024-04-28,2024-W17,0
EE,2024-04-21,2024-W16,1
EE,2024-04-21,2024-W16,1
EE,2024-04-14,2024-W15,1
EE,2024-04-14,2024-W15,1
EE,2024-04-07,2024-W14,1
EE,2024-04-07,2024-W14,1
EE,2024-03-31,2024-W13,6
EE,2024-03-31,2024-W13,6
EE,2024-03-24,2024-W12,1
EE,2024-03-24,2024-W12,1
EE,2024-03-17,2024-W11,7
EE,2024-03-17,2024-W11,7
EE,2024-03-10,2024-W10,10
EE,2024-03-10,2024-W10,10
EE,2024-03-03,2024-W09,3
EE,2024-03-03,2024-W09,3
EE,2024-02-25,2024-W08,17
EE,2024-02-25,2024-W08,17
EE,2024-02-18,2024-W07,3
EE,2024-02-18,2024-W07,3
EE,2024-02-11,2024-W06,12
EE,2024-02-11,2024-W06,12
EE,2024-02-04,2024-W05,21
EE,2024-02-04,2024-W05,21
EE,2024-01-28,2024-W04,23
EE,2024-01-28,2024-W04,23
EE,2024-01-21,2024-W03,33
EE,2024-01-21,2024-W03,33
EE,2024-01-14,2024-W02,51
EE,2024-01-14,2024-W02,51
EE,2024-01-07,2024-W01,65
EE,2024-01-07,2024-W01,65
EE,2023-12-31,2023-W52,95
EE,2023-12-31,2023-W52,95
EE,2023-12-24,2023-W51,129
EE,2023-12-24,2023-W51,129
EE,2023-12-17,2023-W50,131
EE,2023-12-17,2023-W50,131
EE,2023-12-10,2023-W49,125
EE,2023-12-10,2023-W49,125
EE,2023-12-03,2023-W48,116
EE,2023-12-03,2023-W48,116
EE,2023-11-26,2023-W47,121
EE,2023-11-26,2023-W47,121
EE,2023-11-19,2023-W46,112
EE,2023-11-19,2023-W46,112
EE,2023-11-12,2023-W45,78
EE,2023-11-12,2023-W45,78
EE,2023-11-05,2023-W44,149
EE,2023-11-05,2023-W44,149
EE,2023-10-29,2023-W43,86
EE,2023-10-29,2023-W43,86
EE,2023-10-22,2023-W42,42
EE,2023-10-22,2023-W42,42
EE,2023-10-15,2023-W41,21
EE,2023-10-15,2023-W41,21
EE,2023-10-08,2023-W40,21
EE,2023-10-08,2023-W40,21
EE,2023-10-01,2023-W39,26
EE,2023-10-01,2023-W39,26
EE,2023-09-24,2023-W38,20
EE,2023-09-24,2023-W38,20
EE,2023-09-17,2023-W37,28
EE,2023-09-17,2023-W37,28
EE,2023-09-10,2023-W36,17
EE,2023-09-10,2023-W36,17
EE,2023-09-03,2023-W35,19
EE,2023-09-03,2023-W35,19
EE,2023-08-27,2023-W34,6
EE,2023-08-27,2023-W34,6
EE,2023-08-20,2023-W33,5
EE,2023-08-20,2023-W33,5
EE,2023-08-13,2023-W32,6
EE,2023-08-13,2023-W32,6
EE,2023-08-06,2023-W31,10
EE,2023-08-06,2023-W31,10
EE,2023-07-23,2023-W29,9
EE,2023-07-23,2023-W29,9
EE,2023-07-16,2023-W28,13
EE,2023-07-16,2023-W28,13
EE,2023-07-09,2023-W27,6
EE,2023-07-09,2023-W27,6
EE,2023-07-02,2023-W26,9
EE,2023-07-02,2023-W26,9
EE,2023-06-25,2023-W25,15
EE,2023-06-25,2023-W25,15
EE,2023-06-18,2023-W24,14
EE,2023-06-18,2023-W24,14
EE,2023-06-11,2023-W23,29
EE,2023-06-11,2023-W23,29
EE,2023-06-04,2023-W22,32
EE,2023-06-04,2023-W22,32
EE,2023-05-28,2023-W21,38
EE,2023-05-28,2023-W21,38
EE,2023-05-21,2023-W20,40
EE,2023-05-21,2023-W20,40
EE,2023-05-14,2023-W19,80
EE,2023-05-14,2023-W19,80
EE,2023-05-07,2023-W18,53
EE,2023-05-07,2023-W18,53
EE,2023-04-30,2023-W17,98
EE,2023-04-30,2023-W17,98
EE,2023-04-23,2023-W16,143
EE,2023-04-23,2023-W16,143
EE,2023-04-16,2023-W15,112
EE,2023-04-16,2023-W15,112
EE,2023-04-09,2023-W14,145
EE,2023-04-09,2023-W14,145
EE,2023-04-02,2023-W13,163
EE,2023-04-02,2023-W13,163
EE,2023-03-26,2023-W12,132
EE,2023-03-26,2023-W12,132
EE,2023-03-19,2023-W11,115
EE,2023-03-19,2023-W11,115
EE,2023-03-12,2023-W10,100
EE,2023-03-12,2023-W10,100
EE,2023-03-05,2023-W09,120
EE,2023-03-05,2023-W09,120
EE,2023-02-26,2023-W08,115
EE,2023-02-26,2023-W08,115
EE,2023-02-19,2023-W07,108
EE,2023-02-19,2023-W07,108
EE,2023-02-12,2023-W06,113
EE,2023-02-12,2023-W06,113
EE,2023-02-05,2023-W05,109
EE,2023-02-05,2023-W05,109
EE,2023-01-29,2023-W04,132
EE,2023-01-29,2023-W04,132
EE,2023-01-22,2023-W03,108
EE,2023-01-22,2023-W03,108
EE,2023-01-15,2023-W02,136
EE,2023-01-15,2023-W02,136
EE,2023-01-08,2023-W01,149
EE,2023-01-08,2023-W01,149
EE,2023-01-01,2022-W52,235
EE,2023-01-01,2022-W52,235
EE,2022-12-25,2022-W51,245
EE,2022-12-25,2022-W51,245
EE,2022-12-18,2022-W50,260
EE,2022-12-18,2022-W50,260
EE,2022-12-11,2022-W49,232
EE,2022-12-11,2022-W49,232
EE,2022-12-04,2022-W48,190
EE,2022-12-04,2022-W48,190
EE,2022-11-27,2022-W47,161
EE,2022-11-27,2022-W47,161
EE,2022-11-20,2022-W46,164
EE,2022-11-20,2022-W46,164
EE,2022-11-13,2022-W45,164
EE,2022-11-13,2022-W45,164
EE,2022-11-06,2022-W44,179
EE,2022-11-06,2022-W44,179
EE,2022-10-30,2022-W43,174
EE,2022-10-30,2022-W43,174
EE,2022-10-23,2022-W42,218
EE,2022-10-23,2022-W42,218
EE,2022-10-16,2022-W41,176
EE,2022-10-16,2022-W41,176
EE,2022-10-09,2022-W40,201
EE,2022-10-09,2022-W40,201
EE,2022-10-02,2022-W39,150
EE,2022-10-02,2022-W39,150
EE,2022-09-25,2022-W38,150
EE,2022-09-25,2022-W38,150
EE,2022-09-18,2022-W37,150
EE,2022-09-18,2022-W37,150
EE,2022-09-11,2022-W36,101
EE,2022-09-11,2022-W36,101
EE,2022-09-04,2022-W35,75
EE,2022-09-04,2022-W35,75
EE,2022-08-28,2022-W34,95
EE,2022-08-28,2022-W34,95
EE,2022-08-21,2022-W33,90
EE,2022-08-21,2022-W33,90
EE,2022-08-14,2022-W32,129
EE,2022-08-14,2022-W32,129
EE,2022-08-07,2022-W31,122
EE,2022-08-07,2022-W31,122
EE,2022-07-31,2022-W30,143
EE,2022-07-31,2022-W30,143
EE,2022-07-24,2022-W29,117
EE,2022-07-24,2022-W29,117
EE,2022-07-17,2022-W28,97
EE,2022-07-17,2022-W28,97
EE,2022-07-10,2022-W27,79
EE,2022-07-10,2022-W27,79
EE,2022-07-03,2022-W26,97
EE,2022-07-03,2022-W26,97
EE,2022-06-26,2022-W25,80
EE,2022-06-26,2022-W25,80
EE,2022-06-19,2022-W24,64
EE,2022-06-19,2022-W24,64
EE,2022-06-12,2022-W23,59
EE,2022-06-12,2022-W23,59
EE,2022-06-05,2022-W22,76
EE,2022-06-05,2022-W22,76
EE,2022-05-29,2022-W21,83
EE,2022-05-29,2022-W21,83
EE,2022-05-22,2022-W20,81
EE,2022-05-22,2022-W20,81
EE,2022-05-15,2022-W19,98
EE,2022-05-15,2022-W19,98
EE,2022-05-08,2022-W18,132
EE,2022-05-08,2022-W18,132
EE,2022-05-01,2022-W17,110
EE,2022-05-01,2022-W17,110
EE,2022-04-24,2022-W16,141
EE,2022-04-24,2022-W16,141
EE,2022-04-17,2022-W15,135
EE,2022-04-17,2022-W15,135
EE,2022-04-10,2022-W14,247
EE,2022-04-10,2022-W14,247
EE,2022-04-03,2022-W13,240
EE,2022-04-03,2022-W13,240
EE,2022-03-27,2022-W12,342
EE,2022-03-27,2022-W12,342
EE,2022-03-20,2022-W11,346
EE,2022-03-20,2022-W11,346
EE,2022-03-13,2022-W10,496
EE,2022-03-13,2022-W10,496
EE,2022-03-06,2022-W09,549
EE,2022-03-06,2022-W09,549
EE,2022-02-27,2022-W08,565
EE,2022-02-27,2022-W08,565
EE,2022-02-20,2022-W07,609
EE,2022-02-20,2022-W07,609
EE,2022-02-13,2022-W06,485
EE,2022-02-13,2022-W06,485
EE,2022-02-06,2022-W05,369
EE,2022-02-06,2022-W05,369
EE,2022-01-30,2022-W04,319
EE,2022-01-30,2022-W04,319
EE,2022-01-23,2022-W03,277
EE,2022-01-23,2022-W03,277
EE,2022-01-16,2022-W02,260
EE,2022-01-16,2022-W02,260
EE,2022-01-09,2022-W01,197
EE,2022-01-09,2022-W01,197
EE,2022-01-02,2021-W52,161
EE,2022-01-02,2021-W52,161
EE,2021-12-26,2021-W51,180
EE,2021-12-26,2021-W51,180
EE,2021-12-19,2021-W50,173
EE,2021-12-19,2021-W50,173
EE,2021-12-12,2021-W49,222
EE,2021-12-12,2021-W49,222
EE,2021-12-05,2021-W48,150
EE,2021-12-05,2021-W48,150
EE,2021-11-28,2021-W47,205
EE,2021-11-28,2021-W47,205
EE,2021-11-21,2021-W46,256
EE,2021-11-21,2021-W46,256
EE,2021-11-14,2021-W45,367
EE,2021-11-14,2021-W45,367
EE,2021-10-31,2021-W43,460
EE,2021-10-31,2021-W43,460
EE,2021-10-24,2021-W42,429
EE,2021-10-24,2021-W42,429
EE,2021-10-17,2021-W41,348
EE,2021-10-17,2021-W41,348
EE,2021-10-10,2021-W40,242
EE,2021-10-10,2021-W40,242
EE,2021-10-03,2021-W39,199
EE,2021-10-03,2021-W39,199
EE,2021-09-26,2021-W38,148
EE,2021-09-26,2021-W38,148
EE,2021-09-19,2021-W37,134
EE,2021-09-19,2021-W37,134
EE,2021-09-12,2021-W36,144
EE,2021-09-12,2021-W36,144
EE,2021-09-05,2021-W35,115
EE,2021-09-05,2021-W35,115
EE,2021-08-29,2021-W34,112
EE,2021-08-29,2021-W34,112
EE,2021-08-22,2021-W33,69
EE,2021-08-22,2021-W33,69
EE,2021-08-15,2021-W32,67
EE,2021-08-15,2021-W32,67
EE,2021-08-08,2021-W31,48
EE,2021-08-08,2021-W31,48
EE,2021-08-01,2021-W30,42
EE,2021-08-01,2021-W30,42
EE,2021-07-25,2021-W29,29
EE,2021-07-25,2021-W29,29
EE,2021-07-18,2021-W28,16
EE,2021-07-18,2021-W28,16
EE,2021-07-11,2021-W27,22
EE,2021-07-11,2021-W27,22
EE,2021-07-04,2021-W26,17
EE,2021-07-04,2021-W26,17
EE,2021-06-27,2021-W25,24
EE,2021-06-27,2021-W25,24
EE,2021-06-20,2021-W24,40
EE,2021-06-20,2021-W24,40
EE,2021-06-13,2021-W23,41
EE,2021-06-13,2021-W23,41
EE,2021-06-06,2021-W22,47
EE,2021-06-06,2021-W22,47
EE,2021-05-30,2021-W21,82
EE,2021-05-30,2021-W21,82
EE,2021-05-23,2021-W20,135
EE,2021-05-23,2021-W20,135
EE,2021-05-16,2021-W19,143
EE,2021-05-16,2021-W19,143
EE,2021-05-09,2021-W18,197
EE,2021-05-09,2021-W18,197
EE,2021-05-02,2021-W17,217
EE,2021-05-02,2021-W17,217
EE,2021-04-25,2021-W16,266
